,Global_active_power,Global_reactive_power,Voltage,Global_intensity,date,month,year,hour,minute,total_metering
1420117,1.352,1.352,239.48,5.6,28,8,2009,22,1,1.0
1208698,0.304,0.304,245.02,1.4,4,4,2009,2,22,0.0
1022731,1.488,1.488,244.27,6.0,25,11,2008,22,55,18.0
640939,2.898,2.898,237.87,12.2,3,5,2008,19,43,18.0
1841198,1.484,1.484,236.91,6.4,17,6,2010,8,2,20.0
723577,0.356,0.356,240.57,1.4,5,2,2008,5,1,1.0
878195,0.174,0.174,239.67,0.8,17,8,2008,13,59,1.0
1326198,0.288,0.288,241.06,1.4,24,6,2009,16,42,1.0
1876951,0.332,0.332,239.21,1.6,7,12,2010,3,55,3.0
1765193,1.904,1.904,237.75,8.0,25,4,2010,13,17,18.0
1729547,2.018,2.018,236.62,8.6,31,3,2010,19,11,18.0
1893558,0.322,0.322,240.53,1.6,23,7,2010,16,42,2.0
1484053,2.56,2.56,237.71,10.8,10,12,2009,7,37,18.0
1477788,0.77,0.77,246.83,3.2,10,7,2009,23,12,2.0
566498,0.26,0.26,244.85,1.2,14,1,2008,3,2,0.0
1453049,1.524,1.524,239.2,6.4,20,9,2009,18,53,18.0
990486,0.534,0.534,242.25,2.4,11,3,2008,13,30,0.0
1014785,1.522,1.522,238.64,6.4,20,11,2008,10,29,19.0
309032,1.292,1.292,233.23499999999996,5.6,19,7,2007,7,56,16.0
1000507,1.51,1.51,237.78,6.4,11,10,2008,12,31,17.0
593740,0.28,0.28,244.18,1.2,2,2,2008,1,4,1.0
305177,0.198,0.198,235.51,0.8,16,7,2007,15,41,1.0
1761915,2.508,2.508,243.44,10.2,23,4,2010,6,39,19.0
579522,0.368,0.368,241.8,1.8,23,1,2008,4,6,0.0
259910,0.27,0.27,238.26,1.4,15,6,2007,5,14,0.0
1779232,1.356,1.356,234.91,5.8,5,5,2010,7,16,18.0
1351366,0.132,0.132,244.05,0.6,7,12,2009,4,10,0.0
855865,0.25,0.25,239.03,1.2,8,2,2008,1,49,1.0
1812005,0.262,0.262,241.65,1.2,28,5,2010,1,29,1.0
21834,2.56,2.56,236.61,10.8,31,12,2006,21,18,0.0
1960532,0.366,0.366,240.57,1.8,9,8,2010,4,56,3.0
720263,2.748,2.748,238.46,12.8,29,4,2008,21,47,0.0
1570488,2.344,2.344,240.77,9.6,12,11,2009,8,12,18.0
56964,0.398,0.398,245.29,1.8,25,1,2007,6,48,1.0
31177,0.316,0.316,242.07,1.4,1,7,2007,9,1,0.0
55555,2.066,2.066,238.72,8.6,24,1,2007,7,19,18.0
1705737,0.288,0.288,245.48,1.2,15,3,2010,6,21,1.0
129299,0.298,0.298,241.63,1.2,16,3,2007,12,23,0.0
906358,0.146,0.146,240.77,0.6,9,6,2008,3,22,1.0
592958,0.746,0.746,239.39,3.2,2,1,2008,12,2,0.0
1130274,0.358,0.358,244.29,1.6,2,8,2009,15,18,0.0
186919,1.306,1.306,234.74,5.6,25,4,2007,12,43,18.0
1274639,2.004,2.004,241.07,8.2,19,5,2009,21,23,4.0
1498463,1.584,1.584,239.79,6.6,22,10,2009,7,47,18.0
1065211,1.562,1.562,240.77,6.4,25,12,2008,10,55,18.0
962964,3.347,3.347,237.38,13.9,15,10,2008,10,48,45.0
1087705,0.216,0.216,248.17,0.8,1,10,2009,1,49,0.0
269765,0.212,0.212,240.77,1.0,22,6,2007,1,29,2.0
1751352,2.088,2.088,242.72,8.6,15,4,2010,22,36,19.0
1143261,0.214,0.214,245.43,0.8,17,2,2009,15,45,0.0
1880454,1.09,1.09,242.4,4.6,14,7,2010,14,18,1.0
556964,1.328,1.328,242.03,5.4,1,7,2008,12,8,18.0
605321,0.222,0.222,243.27,1.0,2,10,2008,2,5,0.0
1221879,0.32,0.32,241.16,1.4,13,4,2009,6,3,0.0
301503,0.216,0.216,240.32,1.0,14,7,2007,2,27,0.0
1945592,1.324,1.324,243.44,5.4,28,8,2010,19,56,18.0
13468,2.542,2.542,241.71,10.6,26,12,2006,1,52,1.0
742437,2.144,2.144,239.78,9.6,15,5,2008,7,21,27.0
321250,0.632,0.632,239.17,3.0,27,7,2007,19,34,0.0
680487,1.752,1.752,238.16,7.4,4,2,2008,6,51,18.0
104318,0.328,0.328,239.92,1.4,27,2,2007,4,2,0.0
312493,0.608,0.608,233.23499999999996,3.2,21,7,2007,17,37,1.0
2046324,3.347,3.347,233.23499999999996,13.9,11,6,2010,18,48,30.0
326935,0.58,0.58,234.87,2.6,31,7,2007,18,19,0.0
2045562,0.358,0.358,241.45,1.4,11,6,2010,6,6,1.0
1419701,0.336,0.336,243.26,1.8,28,8,2009,15,5,2.0
1721703,1.962,1.962,238.5,8.4,26,3,2010,8,27,19.0
1460379,1.2,1.2,241.58,5.0,25,9,2009,21,3,2.0
2041976,0.594,0.594,240.99,2.4,11,3,2010,18,20,1.0
1048937,0.276,0.276,244.94,1.2,14,12,2008,3,41,0.0
1403311,0.334,0.334,242.05,1.6,17,8,2009,5,55,2.0
195472,2.256,2.256,233.23499999999996,9.8,5,1,2007,11,16,18.0
751386,0.262,0.262,241.96,1.2,21,5,2008,12,30,1.0
1852437,0.252,0.252,239.53,1.2,25,6,2010,3,21,1.0
707535,0.258,0.258,242.47,1.0,21,4,2008,1,39,1.0
1777032,0.72,0.72,233.72,3.2,5,3,2010,18,36,1.0
751214,1.376,1.376,239.52,5.8,21,5,2008,9,38,19.0
109754,0.318,0.318,243.45,1.4,3,2,2007,22,38,0.0
1023131,0.212,0.212,243.84,0.8,26,11,2008,5,35,0.0
1720035,0.354,0.354,244.56,1.4,25,3,2010,4,39,1.0
751921,1.682,1.682,238.5,7.2,21,5,2008,21,25,3.0
1528496,0.276,0.276,246.42,1.0,11,12,2009,4,20,0.0
1181706,1.348,1.348,240.31,5.6,16,3,2009,8,30,18.0
368189,1.238,1.238,237.08,5.2,29,8,2007,9,53,17.0
233257,1.852,1.852,236.23,7.8,27,5,2007,17,1,19.0
309981,0.348,0.348,239.06,1.6,19,7,2007,23,45,0.0
346594,1.29,1.29,235.26,5.4,14,8,2007,9,58,17.0
713431,0.37,0.37,240.08,1.6,25,4,2008,3,55,0.0
1033182,0.274,0.274,245.61,1.2,12,3,2008,5,6,0.0
1000743,2.09,2.09,239.22,9.0,11,10,2008,16,27,18.0
1882912,0.154,0.154,240.42,0.6,16,7,2010,7,16,1.0
1502724,0.322,0.322,239.08,1.4,25,10,2009,6,48,1.0
1305175,0.342,0.342,242.47,1.6,6,10,2009,2,19,1.0
1514565,0.906,0.906,238.82,5.0,11,2,2009,12,9,4.0
967403,0.344,0.344,241.6,1.4,18,10,2008,12,47,1.0
1478383,1.342,1.342,238.85,5.6,10,8,2009,9,7,18.0
1752816,0.366,0.366,245.32,1.4,16,4,2010,23,0,0.0
930544,0.932,0.932,242.02,3.8,22,9,2008,22,28,1.0
1168672,1.644,1.644,240.62,6.8,3,7,2009,7,16,1.0
1194730,3.347,3.347,242.78,13.9,25,3,2009,9,34,45.0
809851,0.214,0.214,240.22,1.0,7,1,2008,2,55,2.0
1652400,0.248,0.248,242.8,1.0,2,6,2010,5,24,1.0
1359029,0.238,0.238,242.68,1.0,17,7,2009,11,53,0.0
398332,1.142,1.142,236.94,4.8,19,9,2007,8,16,17.0
1851853,0.534,0.534,240.27,2.6,24,6,2010,17,37,0.0
1648386,1.6,1.6,242.53,6.6,2,3,2010,10,30,20.0
1769160,0.34,0.34,242.28,1.4,28,4,2010,7,24,0.0
1147323,1.572,1.572,235.87,6.8,20,2,2009,11,27,18.0
732391,0.532,0.532,239.38,2.6,5,8,2008,7,55,1.0
1355370,0.342,0.342,241.49,1.4,14,7,2009,22,54,0.0
527900,2.358,2.358,238.46,9.8,18,12,2007,7,44,18.0
2044954,1.662,1.662,238.92,7.0,11,5,2010,19,58,0.0
230814,0.378,0.378,239.39,1.8,26,5,2007,0,18,2.0
1825433,1.46,1.46,241.45,6.0,6,6,2010,9,17,19.0
1533656,3.347,3.347,234.83,13.9,15,11,2009,18,20,17.0
1953452,0.8,0.8,238.8,3.4,9,3,2010,6,56,1.0
399428,0.26,0.26,240.96,1.2,20,9,2007,2,32,0.0
2066139,0.434,0.434,242.47,1.8,20,11,2010,13,3,1.0
430327,0.406,0.406,239.73,1.8,10,11,2007,13,31,0.0
1749328,0.342,0.342,245.17,1.4,14,4,2010,12,52,1.0
1147195,0.304,0.304,237.9,1.4,20,2,2009,9,19,0.0
1694438,0.252,0.252,244.1,1.0,3,7,2010,10,2,1.0
1312116,0.608,0.608,240.7980573828573,2.6,14,6,2009,22,0,1.0
715744,0.672,0.672,241.5,2.8,26,4,2008,18,28,3.0
1879063,2.51,2.51,238.95,10.8,13,7,2010,15,7,38.0
344994,0.238,0.238,236.8,1.0,13,8,2007,7,18,0.0
1878635,0.332,0.332,239.66,1.4,13,7,2010,7,59,1.0
237707,0.274,0.274,233.95,1.2,30,5,2007,19,11,0.0
226096,0.258,0.258,237.21,1.2,22,5,2007,17,40,0.0
561747,1.776,1.776,236.34,7.6,1,10,2008,19,51,0.0
1344155,0.214,0.214,242.56,1.0,7,7,2009,3,59,1.0
994613,1.63,1.63,238.14,6.8,11,6,2008,10,17,18.0
224556,0.218,0.218,235.94,1.0,21,5,2007,16,0,0.0
1321396,0.406,0.406,240.75,1.8,21,6,2009,8,40,1.0
463741,0.196,0.196,236.35,0.8,11,3,2007,18,25,0.0
1177234,0.388,0.388,245.48,1.8,13,3,2009,5,58,2.0
919756,1.534,1.534,237.9,6.4,15,9,2008,10,40,18.0
228617,0.31,0.31,233.88,1.4,24,5,2007,11,41,0.0
443066,1.356,1.356,241.35,5.6,20,10,2007,9,50,18.0
425681,1.784,1.784,237.99,7.4,10,8,2007,8,5,18.0
244125,0.382,0.382,234.1,1.8,6,4,2007,6,9,1.0
987444,0.436,0.436,238.71,2.2,11,1,2008,10,48,0.0
1157081,0.222,0.222,242.86,1.0,27,2,2009,6,5,0.0
927229,0.298,0.298,240.4,1.6,20,9,2008,15,13,1.0
1304530,0.21,0.21,241.84,1.0,6,9,2009,15,34,0.0
1605478,0.392,0.392,248.06,1.6,1,4,2010,15,22,1.0
761318,1.468,1.468,238.81,6.2,28,5,2008,10,2,19.0
153482,2.574,2.574,241.79,10.6,4,2,2007,7,26,18.0
112842,0.244,0.244,242.42,1.0,3,5,2007,2,6,0.0
1668431,1.74,1.74,239.54,7.2,17,2,2010,8,35,20.0
312707,0.318,0.318,236.7,1.4,21,7,2007,21,11,0.0
204772,2.5,2.5,233.23499999999996,10.6,5,7,2007,22,16,17.0
397559,1.668,1.668,239.47,7.0,18,9,2007,19,23,22.0
902973,0.582,0.582,240.03,3.0,9,3,2008,18,57,2.0
1967203,1.768,1.768,241.07,7.6,9,12,2010,20,7,10.0
431200,0.346,0.346,241.88,1.4,10,12,2007,4,4,0.0
156968,0.252,0.252,241.09,1.0,4,4,2007,17,32,0.0
1286787,2.582,2.582,233.23499999999996,11.4,28,5,2009,7,51,17.0
1141090,0.424,0.424,246.72,1.8,16,2,2009,3,34,0.0
1019541,3.347,3.347,235.59,13.9,23,11,2008,17,45,17.0
2055196,0.244,0.244,242.03,1.0,11,12,2010,22,40,0.0
1166050,1.41,1.41,240.54,5.8,3,5,2009,11,34,17.0
211754,1.398,1.398,235.15,5.8,5,12,2007,18,38,17.0
813190,0.73,0.73,237.66,3.2,7,3,2008,10,34,8.0
2056900,0.418,0.418,244.66,1.6,14,11,2010,3,4,0.0
1039541,1.87,1.87,244.3,7.6,12,7,2008,15,5,18.0
724573,0.792,0.792,238.72,3.4,5,2,2008,21,37,1.0
523329,0.232,0.232,246.18,1.0,15,12,2007,3,33,0.0
373415,2.594,2.594,238.45,10.8,9,2,2007,0,59,38.0
260751,0.298,0.298,241.1,1.6,15,6,2007,19,15,1.0
766908,0.162,0.162,242.03,0.6,6,1,2008,7,12,1.0
1674736,2.958,2.958,233.23499999999996,12.8,21,2,2010,17,40,42.0
1022085,1.488,1.488,241.41,6.2,25,11,2008,12,9,18.0
937259,0.396,0.396,243.56,1.8,27,9,2008,14,23,1.0
1085871,3.347,3.347,240.61,13.9,1,8,2009,19,15,39.0
1763630,0.246,0.246,243.04,1.0,24,4,2010,11,14,1.0
1847094,1.248,1.248,239.08,5.2,21,6,2010,10,18,18.0
1035988,0.37,0.37,243.45,1.6,12,5,2008,3,52,0.0
1102752,1.978,1.978,241.24,8.2,20,1,2009,12,36,19.0
897079,0.148,0.148,239.48,0.8,30,8,2008,16,43,1.0
383704,0.224,0.224,239.11,1.0,9,9,2007,4,28,0.0
1654258,0.438,0.438,242.53,2.0,2,7,2010,12,22,1.0
1583136,0.3,0.3,248.555,1.2,20,12,2009,3,0,0.0
298242,0.134,0.134,242.81,0.6,7,11,2007,20,6,0.0
1183636,1.57,1.57,241.02,6.6,17,3,2009,16,40,19.0
1120391,2.718,2.718,239.4,11.2,2,1,2009,18,35,17.0
488552,0.354,0.354,246.72,1.4,20,11,2007,23,56,0.0
1562705,2.456,2.456,242.43,10.0,12,5,2009,22,29,20.0
1579360,1.458,1.458,246.47,5.8,17,12,2009,12,4,20.0
372820,1.72,1.72,239.8,7.2,9,1,2007,15,4,18.0
1004500,1.982,1.982,242.99,8.2,13,11,2008,7,4,18.0
652147,0.308,0.308,242.4,1.2,13,3,2008,14,31,0.0
1747494,0.23,0.23,240.03,1.0,13,4,2010,6,18,0.0
179874,0.284,0.284,238.73,1.2,20,4,2007,15,18,0.0
1001766,1.584,1.584,239.51,6.6,11,11,2008,9,30,18.0
1224162,0.758,0.758,242.92,3.2,14,4,2009,20,6,2.0
1926357,1.308,1.308,241.79,5.4,15,8,2010,11,21,19.0
1126206,1.772,1.772,240.22,7.4,2,5,2009,19,30,17.0
1398921,0.28,0.28,242.98,1.4,14,8,2009,4,45,1.0
899628,1.508,1.508,240.2,6.4,9,1,2008,11,12,18.0
737024,0.646,0.646,239.67,3.2,5,11,2008,13,8,2.0
1061810,0.868,0.868,243.8,3.6,23,12,2008,2,14,0.0
670932,1.498,1.498,245.69,6.0,26,3,2008,15,36,19.0
657427,0.454,0.454,240.34,2.0,17,3,2008,6,31,2.0
445484,0.408,0.408,242.55,1.8,22,10,2007,2,8,1.0
1152668,0.304,0.304,245.56,1.2,24,2,2009,4,32,0.0
1980720,0.146,0.146,240.28,0.6,22,9,2010,5,24,1.0
1624031,1.392,1.392,238.32,5.8,17,1,2010,12,35,18.0
583125,1.496,1.496,241.58,6.2,25,1,2008,16,9,17.0
30840,0.438,0.438,246.29,2.2,1,7,2007,3,24,0.0
425542,0.466,0.466,239.71,2.2,10,8,2007,5,46,2.0
1787866,1.162,1.162,240.81,4.8,5,11,2010,7,10,1.0
2003626,1.084,1.084,239.79,4.8,10,8,2010,3,10,13.0
766043,1.646,1.646,242.25,6.8,31,5,2008,16,47,19.0
1389142,0.216,0.216,242.16,1.0,8,7,2009,9,46,1.0
1206669,1.37,1.37,244.23,5.6,4,2,2009,16,33,18.0
619177,1.044,1.044,241.89,4.4,19,2,2008,17,1,0.0
1315739,0.134,0.134,238.33,0.6,17,6,2009,10,23,1.0
1266689,1.37,1.37,238.02,5.6,14,5,2009,8,53,18.0
522008,0.344,0.344,246.38,1.4,14,12,2007,5,32,0.0
1282076,0.398,0.398,242.15,1.8,25,5,2009,1,20,1.0
1744986,1.576,1.576,240.83,6.6,4,11,2010,12,30,20.0
946691,1.392,1.392,236.99,5.8,10,4,2008,3,35,17.0
697453,0.276,0.276,243.22,1.2,14,4,2008,1,37,1.0
912283,0.228,0.228,239.08,1.0,9,10,2008,6,7,2.0
73046,1.442,1.442,235.97,6.2,2,5,2007,10,50,18.0
775686,1.652,1.652,240.83,6.8,6,7,2008,9,30,18.0
780716,2.4,2.4,239.12,10.0,6,10,2008,21,20,19.0
1238882,0.422,0.422,241.06,1.8,25,4,2009,1,26,1.0
1949846,0.66,0.66,241.67,3.2,31,8,2010,18,50,7.0
1386328,0.336,0.336,243.32,1.8,8,5,2009,10,52,2.0
66574,0.348,0.348,243.62,1.4,31,1,2007,22,58,2.0
1244114,0.416,0.416,244.69,1.8,28,4,2009,16,38,3.0
1037948,3.347,3.347,237.93,13.9,12,6,2008,12,32,45.0
689734,1.522,1.522,242.4,6.2,4,8,2008,16,58,19.0
1925214,0.156,0.156,240.69,0.6,14,8,2010,16,18,0.0
1742354,1.464,1.464,243.08,6.0,4,9,2010,16,38,20.0
1052394,1.352,1.352,242.38,5.6,16,12,2008,13,18,18.0
1397687,0.608,0.608,240.7980573828573,2.6,13,8,2009,8,11,1.0
1851210,0.716,0.716,237.94,3.2,24,6,2010,6,54,1.0
1880095,0.554,0.554,238.88,2.8,14,7,2010,8,19,2.0
855791,0.236,0.236,239.59,1.0,8,2,2008,0,35,0.0
1264319,0.32,0.32,242.6,1.4,5,12,2009,17,23,0.0
1899371,0.874,0.874,241.11,3.6,27,7,2010,17,35,13.0
1017791,0.432,0.432,241.5,2.0,22,11,2008,12,35,0.0
687258,1.112,1.112,245.4,4.6,4,6,2008,23,42,0.0
301848,1.174,1.174,239.34,4.8,14,7,2007,8,12,18.0
754873,0.486,0.486,241.12,2.0,23,5,2008,22,37,0.0
1721115,1.486,1.486,240.91,6.2,25,3,2010,22,39,19.0
567643,3.272,3.272,237.12,13.9,14,1,2008,22,7,41.0
508260,0.316,0.316,245.75,1.4,12,4,2007,16,24,1.0
354914,0.208,0.208,241.06,1.0,20,8,2007,4,38,0.0
117243,0.348,0.348,242.8,1.4,3,8,2007,3,27,0.0
1017589,1.406,1.406,238.66,5.8,22,11,2008,9,13,18.0
743758,0.194,0.194,238.87,0.8,16,5,2008,5,22,1.0
1642113,0.476,0.476,244.32,2.2,30,1,2010,1,57,2.0
357764,0.272,0.272,239.88,1.4,22,8,2007,4,8,0.0
1516586,2.366,2.366,236.28,10.0,11,3,2009,21,50,18.0
1816985,1.36,1.36,240.86,5.6,31,5,2010,12,29,18.0
1455589,0.668,0.668,239.33,2.8,22,9,2009,13,13,1.0
1446876,1.31,1.31,238.81,5.4,16,9,2009,12,0,18.0
1093047,1.748,1.748,243.16,7.2,13,1,2009,18,51,0.0
353801,0.206,0.206,240.39,1.0,19,8,2007,10,5,0.0
1321208,0.416,0.416,242.18,2.0,21,6,2009,5,32,2.0
1545780,0.354,0.354,244.49,1.4,24,11,2009,4,24,1.0
1303204,0.726,0.726,238.19,3.2,6,8,2009,17,28,2.0
1734805,0.794,0.794,236.37,3.4,4,4,2010,10,49,2.0
1313709,0.328,0.328,243.4,1.8,16,6,2009,0,33,1.0
1503315,1.678,1.678,242.04,6.8,25,10,2009,16,39,21.0
596209,1.028,1.028,233.72,4.4,2,3,2008,18,13,0.0
2055506,0.238,0.238,245.54,1.0,13,11,2010,3,50,0.0
926275,1.472,1.472,243.2,6.2,19,9,2008,23,19,1.0
1306949,1.514,1.514,239.68,6.2,6,11,2009,7,53,18.0
715397,0.496,0.496,242.17,2.2,26,4,2008,12,41,1.0
1489940,1.396,1.396,241.22,5.8,16,10,2009,9,44,19.0
447346,1.482,1.482,239.54,6.2,23,10,2007,9,10,18.0
258879,0.204,0.204,239.9,1.0,14,6,2007,12,3,2.0
1269138,0.322,0.322,242.93,1.4,16,5,2009,1,42,0.0
366159,3.347,3.347,236.93,13.9,28,8,2007,0,3,19.0
1145264,0.302,0.302,239.97,1.2,19,2,2009,1,8,0.0
103305,0.22,0.22,238.26,1.0,26,2,2007,11,9,0.0
3669,0.396,0.396,241.83,1.8,19,12,2006,6,33,1.0
502594,0.92,0.92,241.29,3.8,30,11,2007,17,58,1.0
1018323,3.17,3.17,234.79,13.4,22,11,2008,21,27,18.0
688242,0.44,0.44,243.07,2.0,4,7,2008,16,6,0.0
289989,0.274,0.274,242.98,1.4,7,6,2007,2,33,1.0
1247137,1.534,1.534,239.26,6.4,30,4,2009,19,1,18.0
1896076,1.306,1.306,238.99,5.4,25,7,2010,10,40,20.0
1537067,0.47,0.47,244.08,2.2,18,11,2009,3,11,2.0
146133,0.222,0.222,242.34,1.0,28,3,2007,4,57,0.0
941359,0.236,0.236,241.91,1.0,30,9,2008,10,43,1.0
1974295,1.188,1.188,240.14,5.4,17,9,2010,18,19,14.0
364856,0.182,0.182,242.16,0.8,27,8,2007,2,20,1.0
1860407,1.36,1.36,240.88,6.0,30,6,2010,16,11,4.0
1549510,0.786,0.786,243.25,3.2,26,11,2009,18,34,1.0
1351197,0.206,0.206,245.29,0.8,7,12,2009,1,21,0.0
437624,1.988,1.988,238.6,8.6,16,10,2007,15,8,26.0
300823,0.142,0.142,240.65,0.6,13,7,2007,15,7,0.0
2030402,0.444,0.444,245.57,2.0,26,10,2010,17,26,3.0
552951,3.347,3.347,236.02,13.9,1,4,2008,17,15,33.0
109770,0.222,0.222,244.41,1.0,3,2,2007,22,54,0.0
74617,0.654,0.654,243.87,3.2,2,6,2007,13,1,2.0
1683071,1.69,1.69,239.43,7.0,27,2,2010,12,35,18.0
1610551,0.254,0.254,248.555,1.0,1,8,2010,3,55,0.0
1646850,2.272,2.272,246.28,9.2,2,2,2010,8,54,21.0
112625,1.564,1.564,240.4,6.6,3,4,2007,22,29,20.0
241068,0.372,0.372,237.07,1.8,6,2,2007,3,12,0.0
899475,3.347,3.347,237.2,13.9,9,1,2008,8,39,45.0
1660522,1.172,1.172,243.06,4.8,2,11,2010,20,46,0.0
565631,3.0,3.0,236.4,12.6,13,1,2008,12,35,39.0
931478,0.48,0.48,240.56,2.2,23,9,2008,14,2,1.0
224467,0.25,0.25,233.36,1.2,21,5,2007,14,31,0.0
1259715,1.736,1.736,240.32,7.2,5,9,2009,12,39,20.0
1802868,0.292,0.292,243.24,1.2,21,5,2010,17,12,1.0
704020,1.43,1.43,240.91,5.8,18,4,2008,15,4,18.0
1533968,0.29,0.29,243.35,1.2,15,11,2009,23,32,0.0
230852,0.298,0.298,238.35,1.2,26,5,2007,0,56,0.0
1260373,1.058,1.058,241.6,4.4,5,9,2009,23,37,11.0
1587097,2.09,2.09,245.84,8.4,22,12,2009,21,1,18.0
454009,0.206,0.206,242.3,0.8,28,10,2007,0,13,0.0
1327857,0.456,0.456,240.92,1.8,25,6,2009,20,21,1.0
776098,1.216,1.216,239.63,5.0,6,7,2008,16,22,18.0
456292,0.312,0.312,245.67,1.4,29,10,2007,14,16,0.0
1768760,0.312,0.312,242.76,1.2,28,4,2010,0,44,1.0
1506867,0.222,0.222,242.42,0.8,28,10,2009,3,51,1.0
740779,0.42,0.42,241.22,2.2,14,5,2008,3,43,3.0
1513829,1.438,1.438,244.82,5.8,11,1,2009,23,53,19.0
642259,1.354,1.354,240.14,5.6,3,6,2008,17,43,0.0
1622182,0.35,0.35,245.05,1.4,16,1,2010,5,46,1.0
992297,1.368,1.368,239.79,5.6,11,4,2008,19,41,2.0
2038232,0.37,0.37,248.27,1.6,11,1,2010,3,56,0.0
1651375,1.764,1.764,244.07,7.2,2,5,2010,12,19,19.0
1357452,0.336,0.336,241.45,1.6,16,7,2009,9,36,3.0
373811,0.176,0.176,242.93,0.8,9,2,2007,7,35,1.0
1153224,1.288,1.288,238.78,5.4,24,2,2009,13,48,19.0
810388,0.408,0.408,239.03,2.0,7,1,2008,11,52,1.0
1152438,1.304,1.304,241.97,5.4,24,2,2009,0,42,18.0
132404,0.462,0.462,240.93,2.2,18,3,2007,16,8,2.0
138322,0.642,0.642,242.27,2.6,22,3,2007,18,46,0.0
275229,0.744,0.744,238.38,3.0,25,6,2007,20,33,5.0
1642844,1.678,1.678,242.66,7.0,30,1,2010,14,8,21.0
1745298,0.47,0.47,241.28,2.0,4,11,2010,17,42,1.0
470840,0.266,0.266,242.0,1.2,11,8,2007,16,44,0.0
1843821,1.012,1.012,243.05,4.6,19,6,2010,3,45,12.0
455392,0.44,0.44,243.6,1.8,28,10,2007,23,16,0.0
1831445,1.446,1.446,241.35,6.0,6,10,2010,13,29,19.0
892847,0.17,0.17,243.03,0.8,27,8,2008,18,11,2.0
643669,0.93,0.93,241.84,4.0,3,7,2008,17,13,0.0
985113,0.492,0.492,240.43,2.4,30,10,2008,19,57,0.0
107482,0.37,0.37,240.44,1.8,3,1,2007,8,46,1.0
1011115,2.148,2.148,238.11,9.0,17,11,2008,21,19,18.0
1321945,0.388,0.388,240.07,1.6,21,6,2009,17,49,1.0
1868009,1.802,1.802,240.53,7.4,7,5,2010,22,53,1.0
1907872,0.248,0.248,243.46,1.2,8,2,2010,15,16,3.0
1979353,0.206,0.206,244.02,0.8,21,9,2010,6,37,0.0
137136,1.792,1.792,241.58,7.4,21,3,2007,23,0,19.0
1261177,1.574,1.574,241.82,8.2,5,10,2009,13,1,20.0
539950,2.108,2.108,243.29,8.6,26,12,2007,16,34,19.0
1141936,1.348,1.348,240.49,5.6,16,2,2009,17,40,0.0
1062572,2.51,2.51,242.7,11.0,23,12,2008,14,56,28.0
1520758,0.764,0.764,240.32,3.2,11,6,2009,19,22,0.0
628164,0.312,0.312,241.37,1.4,25,2,2008,22,48,0.0
262862,0.176,0.176,240.62,0.8,17,6,2007,6,26,1.0
730514,0.44,0.44,241.32,2.0,5,7,2008,0,38,1.0
1147840,2.8,2.8,236.4,11.8,20,2,2009,20,4,17.0
1048669,0.54,0.54,242.72,2.4,13,12,2008,23,13,0.0
715569,0.658,0.658,240.02,2.6,26,4,2008,15,33,2.0
868118,0.334,0.334,237.67,2.0,8,10,2008,14,2,2.0
1699837,0.27,0.27,246.81,1.0,3,11,2010,4,1,0.0
1082496,1.508,1.508,240.86,6.2,1,6,2009,11,0,18.0
1830184,0.388,0.388,241.59,1.6,6,9,2010,16,28,0.0
95653,0.218,0.218,243.03,1.0,21,2,2007,3,37,0.0
1539393,0.582,0.582,243.36,2.4,19,11,2009,17,57,0.0
90096,0.242,0.242,245.71,1.0,17,2,2007,7,0,0.0
765024,0.238,0.238,243.99,1.0,30,5,2008,23,48,1.0
2059109,0.404,0.404,237.24,1.8,15,11,2010,15,53,1.0
1307640,1.826,1.826,239.1,7.8,6,11,2009,19,24,19.0
137583,0.254,0.254,244.67,1.0,22,3,2007,6,27,0.0
564174,1.524,1.524,239.96,6.4,1,12,2008,12,18,18.0
26670,2.382,2.382,239.45,9.8,1,4,2007,5,54,0.0
147753,1.736,1.736,238.61,7.2,29,3,2007,7,57,19.0
362411,1.24,1.24,239.23,5.2,25,8,2007,9,35,18.0
308914,1.24,1.24,235.64,5.2,19,7,2007,5,58,17.0
37512,3.347,3.347,236.39,13.9,1,11,2007,18,36,18.0
1851021,0.99,0.99,240.34,4.4,24,6,2010,3,45,11.0
1258939,0.406,0.406,245.3,1.8,5,8,2009,23,43,1.0
698808,0.34,0.34,243.1,1.4,15,4,2008,0,12,1.0
1065140,1.432,1.432,240.84,6.0,25,12,2008,9,44,18.0
1314740,0.314,0.314,241.05,1.4,16,6,2009,17,44,2.0
492974,0.344,0.344,244.91,1.6,24,11,2007,1,38,1.0
1643823,1.356,1.356,245.93,5.4,31,1,2010,6,27,20.0
156309,1.438,1.438,238.82,6.0,4,4,2007,6,33,17.0
1880453,1.448,1.448,242.02,6.0,14,7,2010,14,17,0.0
1992045,0.584,0.584,242.08,2.4,30,9,2010,2,9,1.0
1808491,0.266,0.266,240.46,1.2,25,5,2010,14,55,3.0
1059130,0.23,0.23,243.26,1.0,21,12,2008,5,34,1.0
517454,0.286,0.286,243.22,1.2,12,11,2007,1,38,0.0
1230120,0.486,0.486,243.33,2.0,18,4,2009,23,24,1.0
66590,0.444,0.444,245.75,2.0,31,1,2007,23,14,1.0
670780,0.714,0.714,243.93,2.8,26,3,2008,13,4,2.0
1391488,0.208,0.208,241.91,1.0,8,9,2009,0,52,1.0
1922379,0.156,0.156,242.62,0.6,8,12,2010,17,3,0.0
1951911,0.252,0.252,239.83,1.0,9,2,2010,5,15,0.0
